Date,Fund_A,Fund_B,Fund_C,Fund_D
2016-03-06,93.54,100.94,97.2,100.73
2016-03-07,93.52,101.3,97.08,100.74
2016-03-08,94.45,101.46,98.28,100.76
2016-03-09,94.81,101.89,98.32,100.8
2016-03-10,94.28,102.37,99.25,100.8
2016-03-11,94.64,102.31,98.8,100.84
2016-03-12,96.06,101.93,99.08,100.85
2016-03-13,96.07,102.35,98.22,100.85
2016-03-14,97.54,102.62,99.65,100.87
2016-03-15,95.2,102.13,98.75,100.87
2016-03-16,95.98,103.07,98.43,100.9
2016-03-17,96.1,103.29,98.13,100.9
2016-03-18,95.87,103.8,97.78,100.9
2016-03-19,96.0,104.74,98.65,100.93
2016-03-20,94.26,104.78,98.34,100.98
2016-03-21,94.1,105.02,99.98,100.98
2016-03-22,94.46,105.59,99.1,100.98
2016-03-23,95.82,105.13,99.34,100.98
2016-03-24,95.4,105.2,98.51,100.99
2016-03-25,94.71,105.31,99.04,100.99
2016-03-26,94.31,104.71,99.07,101.01
2016-03-27,95.17,106.28,98.95,101.01
2016-03-28,95.5,105.37,100.36,101.04
2016-03-29,95.07,104.54,99.66,101.04
2016-03-30,95.57,105.44,100.39,101.08
2016-03-31,95.7,105.94,99.56,101.13
2016-04-01,96.62,105.29,99.74,101.13
2016-04-02,96.02,105.73,98.43,101.13
2016-04-03,95.76,106.73,97.73,101.14
2016-04-04,95.45,106.74,97.69,101.14
2016-04-05,94.19,108.53,99.8,101.14
2016-04-06,94.49,107.39,99.97,101.18
2016-04-07,94.76,107.89,101.94,101.21
2016-04-08,94.81,108.72,102.26,101.26
2016-04-09,94.64,109.36,101.85,101.28
2016-04-10,93.42,109.25,103.73,101.28
2016-04-11,93.09,109.08,104.31,101.28
2016-04-12,92.83,109.41,103.59,101.29
2016-04-13,92.17,110.01,104.21,101.29
2016-04-14,92.07,110.46,103.91,101.3
2016-04-15,92.46,111.21,101.61,101.3
2016-04-16,94.16,110.53,102.77,101.31
2016-04-17,94.36,110.41,104.13,101.31
2016-04-18,94.63,109.79,106.41,101.31
2016-04-19,94.6,109.55,106.98,101.31
2016-04-20,92.95,110.28,106.73,101.31
2016-04-21,92.96,110.39,107.82,101.34
2016-04-22,93.06,112.24,108.94,101.34
2016-04-23,95.28,112.41,111.07,101.37
2016-04-24,95.15,112.48,111.07,101.37
2016-04-25,95.46,112.59,110.91,101.37
2016-04-26,95.47,112.17,110.06,101.39
2016-04-27,94.47,112.16,110.8,101.45
2016-04-28,95.53,112.99,108.9,101.46
2016-04-29,96.25,113.1,109.94,101.46
2016-04-30,97.01,112.57,110.74,101.49
2016-05-01,96.22,111.95,111.55,101.5
2016-05-02,97.55,111.67,111.78,101.5
2016-05-03,96.31,111.75,113.83,101.53
2016-05-04,96.88,112.62,115.04,101.53
2016-05-05,98.94,111.71,114.3,101.53
2016-05-06,98.07,111.52,113.59,101.53
2016-05-07,97.59,111.65,112.5,101.57
2016-05-08,97.72,110.4,113.27,101.6
2016-05-09,97.3,109.86,112.04,101.6
2016-05-10,95.93,109.42,113.5,101.64
2016-05-11,96.03,108.91,115.3,101.66
2016-05-12,95.12,109.07,114.2,101.66
2016-05-13,95.58,108.99,114.02,101.67
2016-05-14,94.8,108.64,114.1,101.7
2016-05-15,96.23,108.96,115.33,101.7
2016-05-16,95.57,110.18,117.54,101.74
2016-05-17,95.32,111.35,115.34,101.74
2016-05-18,96.09,110.04,114.98,101.74
2016-05-19,95.03,110.47,114.69,101.74
2016-05-20,95.27,110.38,112.91,101.79
2016-05-21,96.49,110.52,112.34,101.79
2016-05-22,95.08,110.28,112.96,101.79
2016-05-23,95.29,110.39,112.65,101.81
2016-05-24,95.56,110.52,110.72,101.83
2016-05-25,96.31,110.15,114.51,101.86
2016-05-26,95.24,109.57,114.92,101.86
2016-05-27,94.1,109.29,115.13,101.87
2016-05-28,94.6,109.48,113.74,101.87
2016-05-29,94.91,109.92,114.14,101.92
2016-05-30,95.17,110.55,113.99,101.96
2016-05-31,95.53,110.23,111.59,101.99
2016-06-01,94.96,110.46,110.28,102.02
2016-06-02,95.2,111.16,111.35,102.04
2016-06-03,95.51,112.01,113.93,102.04
2016-06-04,94.91,112.0,114.48,102.07
2016-06-05,96.63,111.88,116.0,102.08
2016-06-06,97.11,112.04,115.85,102.12
2016-06-07,96.06,111.27,115.8,102.15
2016-06-08,96.7,111.16,117.32,102.17
2016-06-09,95.86,111.72,119.65,102.17
2016-06-10,96.61,112.2,121.52,102.17
2016-06-11,97.72,112.04,120.1,102.17
2016-06-12,97.0,112.23,120.07,102.19
2016-06-13,97.93,111.68,120.52,102.19
2016-06-14,98.35,112.2,120.22,102.19
2016-06-15,99.16,112.18,120.82,102.21
2016-06-16,100.99,112.02,122.03,102.21
2016-06-17,100.8,111.79,123.51,102.22
2016-06-18,100.13,111.78,126.0,102.22
2016-06-19,99.34,111.5,125.59,102.22
2016-06-20,98.62,111.99,123.7,102.24
2016-06-21,98.59,111.75,124.27,102.24
2016-06-22,98.95,112.9,127.06,102.28
2016-06-23,99.25,113.98,126.43,102.31
2016-06-24,100.07,113.37,127.5,102.31
2016-06-25,100.13,113.45,128.6,102.4
2016-06-26,101.55,113.02,128.95,102.44
2016-06-27,101.34,112.82,129.02,102.44
2016-06-28,104.01,114.28,127.73,102.47
2016-06-29,104.67,114.09,124.48,102.48
2016-06-30,103.88,114.39,122.96,102.48
2016-07-01,102.88,114.81,122.47,102.48
2016-07-02,103.39,114.12,124.09,102.51
2016-07-03,103.22,113.54,124.01,102.51
2016-07-04,103.96,112.72,123.33,102.51
2016-07-05,104.47,112.12,122.14,102.51
2016-07-06,104.44,110.16,123.13,102.51
2016-07-07,103.66,110.57,125.14,102.52
2016-07-08,102.23,112.04,126.74,102.53
2016-07-09,101.84,112.17,127.7,102.53
2016-07-10,102.71,111.21,125.61,102.54
2016-07-11,102.96,110.8,125.17,102.54
2016-07-12,101.81,110.51,128.07,102.59
2016-07-13,102.02,109.83,129.81,102.67
2016-07-14,102.43,110.46,127.6,102.67
2016-07-15,101.63,111.05,127.58,102.67
2016-07-16,101.82,110.28,128.18,102.68
2016-07-17,101.92,110.82,127.13,102.68
2016-07-18,100.87,111.92,123.86,102.74
2016-07-19,101.25,113.29,124.06,102.8
2016-07-20,101.83,115.38,123.0,102.83
2016-07-21,102.92,114.76,121.96,102.83
2016-07-22,103.99,116.85,121.53,102.85
2016-07-23,102.69,116.62,121.41,102.87
2016-07-24,101.83,116.22,121.46,102.88
2016-07-25,102.37,116.5,120.29,102.88
2016-07-26,102.91,116.1,120.05,102.91
2016-07-27,103.46,116.43,117.7,102.92
2016-07-28,107.33,115.5,118.19,102.93
2016-07-29,107.95,115.36,114.42,102.93
2016-07-30,109.16,116.32,114.1,102.93
2016-07-31,110.19,116.32,115.37,102.94
2016-08-01,110.92,116.45,114.03,102.94
2016-08-02,110.64,116.83,115.04,102.97
2016-08-03,111.48,117.73,116.64,102.97
2016-08-04,110.72,116.54,112.34,102.97
2016-08-05,110.52,117.0,112.2,103.03
2016-08-06,110.06,116.84,108.6,103.03
2016-08-07,110.19,117.0,108.51,103.03
2016-08-08,112.67,117.81,108.56,103.07
2016-08-09,110.75,116.96,105.56,103.12
2016-08-10,111.52,116.25,107.98,103.12
2016-08-11,109.88,114.88,108.39,103.12
2016-08-12,109.44,114.52,107.39,103.12
2016-08-13,110.62,115.51,109.28,103.16
2016-08-14,110.73,115.46,107.09,103.21
2016-08-15,109.66,114.52,105.64,103.21
2016-08-16,108.97,114.2,102.94,103.25
2016-08-17,109.72,113.17,105.15,103.25
2016-08-18,109.01,112.41,105.61,103.27
2016-08-19,109.28,112.71,106.47,103.27
2016-08-20,109.38,111.92,106.89,103.27
2016-08-21,108.75,112.73,107.66,103.28
2016-08-22,111.02,112.72,107.81,103.28
2016-08-23,111.73,112.81,108.2,103.29
2016-08-24,109.67,112.64,108.39,103.29
2016-08-25,109.91,113.22,107.69,103.29
2016-08-26,109.27,113.81,107.69,103.31
2016-08-27,110.2,114.09,108.09,103.36
2016-08-28,109.43,114.52,108.28,103.36
2016-08-29,109.35,114.4,106.51,103.38
2016-08-30,109.92,114.82,104.93,103.41
2016-08-31,110.87,114.61,106.3,103.44
2016-09-01,109.67,114.65,105.98,103.44
2016-09-02,109.37,114.48,106.75,103.44
2016-09-03,108.93,114.19,105.47,103.44
2016-09-04,108.31,113.72,103.75,103.5
2016-09-05,110.17,114.09,102.8,103.52
2016-09-06,110.64,115.07,102.59,103.54
2016-09-07,109.38,115.95,101.86,103.56
2016-09-08,110.38,115.07,103.44,103.56
2016-09-09,112.66,116.04,103.71,103.62
2016-09-10,113.8,115.84,106.0,103.64
2016-09-11,112.24,116.31,106.55,103.66
2016-09-12,111.77,115.68,103.68,103.66
2016-09-13,113.16,115.82,105.01,103.69
2016-09-14,112.46,116.08,103.25,103.69
2016-09-15,112.98,115.03,103.58,103.69
2016-09-16,113.85,115.51,102.71,103.69
2016-09-17,112.91,116.52,105.33,103.69
2016-09-18,112.9,116.42,107.15,103.69
2016-09-19,109.55,117.46,106.29,103.7
2016-09-20,108.54,117.35,106.19,103.7
2016-09-21,108.33,118.01,106.55,103.71
2016-09-22,107.11,116.41,107.67,103.77
2016-09-23,108.82,118.22,107.76,103.77
2016-09-24,107.41,119.37,106.55,103.77
2016-09-25,107.01,119.19,105.73,103.77
2016-09-26,107.19,117.76,105.78,103.81
2016-09-27,108.7,118.01,107.35,103.82
2016-09-28,107.28,116.97,107.94,103.86
2016-09-29,108.51,117.33,107.03,103.88
2016-09-30,108.57,117.67,107.89,103.88
2016-10-01,107.62,117.01,107.47,103.89
2016-10-02,108.13,117.87,108.63,103.91
2016-10-03,108.38,118.5,111.9,103.94
2016-10-04,107.82,119.26,111.49,104.0
2016-10-05,107.93,119.3,112.59,104.03
2016-10-06,107.59,118.28,111.68,104.05
2016-10-07,107.75,119.04,111.6,104.08
2016-10-08,108.47,118.87,111.69,104.08
2016-10-09,110.15,117.87,111.5,104.08
2016-10-10,108.92,118.91,114.77,104.09
2016-10-11,111.18,120.52,114.42,104.11
2016-10-12,109.2,120.53,115.26,104.11
2016-10-13,109.09,122.21,112.78,104.15
2016-10-14,109.74,122.31,113.41,104.18
2016-10-15,110.08,122.05,114.97,104.18
2016-10-16,109.48,121.61,114.33,104.23
2016-10-17,109.31,122.9,111.13,104.23
2016-10-18,108.85,122.33,111.14,104.23
2016-10-19,108.3,122.93,111.22,104.26
2016-10-20,109.21,122.54,112.21,104.27
2016-10-21,109.63,122.22,114.9,104.33
2016-10-22,108.96,123.04,114.45,104.33
2016-10-23,109.94,122.78,113.39,104.33
2016-10-24,110.3,122.51,111.93,104.33
2016-10-25,111.2,123.42,112.25,104.36
2016-10-26,111.91,124.7,112.93,104.36
2016-10-27,111.08,125.24,112.28,104.36
2016-10-28,110.55,124.76,113.35,104.37
2016-10-29,111.38,124.39,114.02,104.37
2016-10-30,112.07,124.49,114.13,104.39
2016-10-31,112.09,124.78,113.01,104.39
2016-11-01,112.26,124.04,112.45,104.41
2016-11-02,113.67,124.64,109.4,104.41
2016-11-03,113.09,124.74,109.75,104.45
2016-11-04,113.72,123.44,109.85,104.45
2016-11-05,113.55,122.76,110.14,104.48
2016-11-06,113.37,122.4,110.84,104.51
2016-11-07,114.6,122.38,111.39,104.51
2016-11-08,115.54,123.88,111.31,104.54
2016-11-09,116.48,124.1,111.43,104.54
2016-11-10,117.97,123.48,109.7,104.54
2016-11-11,118.05,123.68,109.02,104.6
2016-11-12,118.86,123.45,109.14,104.64
2016-11-13,118.56,123.73,108.28,104.71
2016-11-14,118.98,124.22,109.41,104.71
2016-11-15,118.88,125.2,108.64,104.72
2016-11-16,119.04,125.22,108.97,104.74
2016-11-17,119.76,126.55,109.17,104.74
2016-11-18,118.89,127.31,110.17,104.74
2016-11-19,121.31,126.78,111.38,104.74
2016-11-20,120.22,128.59,112.33,104.76
2016-11-21,118.9,128.89,109.69,104.76
2016-11-22,120.26,128.25,111.27,104.76
2016-11-23,121.21,129.62,113.3,104.77
2016-11-24,121.98,131.36,112.74,104.78
2016-11-25,122.75,131.37,113.1,104.81
2016-11-26,122.79,131.0,112.01,104.81
2016-11-27,121.81,130.89,109.58,104.81
2016-11-28,121.95,131.52,108.71,104.83
2016-11-29,121.22,132.61,108.09,104.83
2016-11-30,122.4,133.13,107.7,104.83
2016-12-01,122.28,133.25,106.58,104.83
2016-12-02,121.38,134.55,105.73,104.83
2016-12-03,121.07,134.32,105.78,104.89
2016-12-04,121.59,135.23,104.9,104.89
2016-12-05,121.0,135.02,105.61,104.93
2016-12-06,120.12,135.43,106.5,104.96
2016-12-07,120.44,135.37,109.51,105.01
2016-12-08,120.77,135.36,111.0,105.1
2016-12-09,120.25,135.08,111.37,105.15
2016-12-10,119.77,136.26,110.63,105.18
2016-12-11,120.08,135.67,111.07,105.18
2016-12-12,118.51,135.08,111.54,105.18
2016-12-13,116.99,136.93,110.94,105.2
2016-12-14,116.25,137.82,112.01,105.2
2016-12-15,116.07,135.8,110.28,105.22
2016-12-16,116.46,135.36,110.02,105.22
2016-12-17,118.14,133.87,110.79,105.26
2016-12-18,119.15,133.11,110.48,105.26
2016-12-19,119.02,130.55,110.27,105.27
2016-12-20,119.05,130.47,110.16,105.27
2016-12-21,117.98,129.57,109.16,105.27
2016-12-22,118.01,129.66,110.7,105.31
2016-12-23,117.74,128.38,109.47,105.36
2016-12-24,118.15,128.48,109.93,105.36
2016-12-25,117.28,128.18,110.51,105.38
2016-12-26,117.91,129.43,109.36,105.38
2016-12-27,119.68,130.62,109.51,105.4
2016-12-28,119.61,131.31,108.43,105.42
2016-12-29,120.11,131.07,110.24,105.45
2016-12-30,120.95,132.76,108.86,105.49
2016-12-31,120.54,131.5,108.1,105.51
2017-01-01,120.85,130.39,106.64,105.52
2017-01-02,120.91,130.35,105.04,105.52
2017-01-03,121.08,132.25,107.04,105.52
2017-01-04,120.25,132.12,107.76,105.55
2017-01-05,120.33,132.0,107.99,105.55
2017-01-06,120.95,130.85,107.24,105.59
2017-01-07,122.66,131.67,108.42,105.59
2017-01-08,123.83,132.5,107.45,105.59
2017-01-09,126.42,133.19,108.49,105.59
2017-01-10,125.56,132.7,107.47,105.61
2017-01-11,126.65,132.15,106.73,105.62
2017-01-12,126.93,131.12,107.72,105.67
2017-01-13,129.63,131.23,108.85,105.67
2017-01-14,128.7,130.38,109.66,105.67
2017-01-15,127.74,129.45,108.4,105.68
2017-01-16,127.08,129.14,107.9,105.68
2017-01-17,124.61,128.78,108.15,105.68
2017-01-18,124.05,128.39,107.15,105.7
2017-01-19,123.22,128.8,108.92,105.72
2017-01-20,123.44,128.9,106.0,105.77
2017-01-21,123.9,128.7,105.11,105.77
2017-01-22,126.16,128.89,104.55,105.79
2017-01-23,127.35,128.12,101.23,105.79
2017-01-24,126.71,128.24,99.67,105.8
2017-01-25,125.7,128.4,100.44,105.82
2017-01-26,126.34,127.23,100.53,105.82
2017-01-27,124.83,128.06,102.42,105.82
2017-01-28,127.05,127.39,104.31,105.84
2017-01-29,128.53,127.5,104.89,105.85
2017-01-30,128.02,128.47,105.32,105.85
2017-01-31,126.02,129.26,105.46,105.88
2017-02-01,127.69,129.32,102.33,105.91
2017-02-02,127.61,129.06,100.76,105.91
2017-02-03,129.16,129.87,100.93,105.91
2017-02-04,127.29,130.46,101.7,105.91
2017-02-05,126.63,129.99,102.09,105.91
2017-02-06,126.69,129.38,101.1,105.91
2017-02-07,126.8,127.74,102.25,105.92
2017-02-08,126.32,127.9,104.06,105.97
2017-02-09,127.11,127.87,105.25,105.97
2017-02-10,125.9,128.82,106.51,105.97
2017-02-11,125.78,129.15,105.88,106.03
2017-02-12,125.98,130.27,107.26,106.08
2017-02-13,126.64,129.74,107.49,106.08
2017-02-14,127.55,130.71,108.18,106.09
2017-02-15,126.26,130.31,108.7,106.1
2017-02-16,124.5,130.99,108.6,106.12
2017-02-17,126.06,129.83,107.59,106.17
2017-02-18,126.51,130.06,107.54,106.18
2017-02-19,125.68,128.48,108.83,106.2
2017-02-20,127.58,128.3,108.33,106.22
2017-02-21,127.77,128.69,109.51,106.26
2017-02-22,129.26,128.31,110.5,106.3
2017-02-23,129.39,127.5,110.18,106.32
2017-02-24,131.99,128.22,112.01,106.32
2017-02-25,134.25,128.17,111.61,106.32
2017-02-26,133.99,127.81,113.63,106.35
2017-02-27,135.28,127.88,114.26,106.36
2017-02-28,136.16,130.05,114.29,106.39
2017-03-01,137.99,131.03,113.19,106.45
2017-03-02,136.8,132.03,113.13,106.45
2017-03-03,137.74,132.43,112.93,106.49
2017-03-04,139.18,132.61,111.36,106.49
2017-03-05,136.95,130.66,111.14,106.53
2017-03-06,135.49,130.14,110.17,106.53
2017-03-07,132.97,129.79,110.98,106.6
2017-03-08,132.69,128.3,112.72,106.61
2017-03-09,133.65,127.41,111.19,106.61
2017-03-10,135.61,125.87,113.47,106.63
2017-03-11,135.77,125.88,113.36,106.65
2017-03-12,137.92,126.56,112.15,106.68
2017-03-13,136.2,127.48,113.19,106.7
2017-03-14,134.09,127.85,112.67,106.78
2017-03-15,134.08,127.11,112.62,106.78
2017-03-16,134.62,125.61,112.16,106.79
2017-03-17,134.64,124.27,111.17,106.79
2017-03-18,132.09,123.32,112.16,106.8
2017-03-19,132.04,122.67,111.85,106.81
2017-03-20,130.48,122.58,110.07,106.83
2017-03-21,131.37,121.83,110.83,106.84
2017-03-22,131.88,122.13,109.35,106.84
2017-03-23,130.77,121.98,107.97,106.84
2017-03-24,130.19,122.03,109.52,106.84
2017-03-25,128.96,122.94,108.08,106.88
2017-03-26,128.93,122.06,105.29,106.92
2017-03-27,130.16,122.42,106.1,106.93
2017-03-28,129.01,122.44,105.78,106.93
2017-03-29,129.68,122.22,105.57,106.93
2017-03-30,129.09,122.94,105.25,107.0
2017-03-31,128.18,123.65,105.58,107.03
2017-04-01,128.11,122.95,104.73,107.05
2017-04-02,126.92,122.85,106.58,107.09
2017-04-03,126.31,123.1,104.83,107.14
2017-04-04,124.95,122.92,105.43,107.14
2017-04-05,127.33,123.41,106.26,107.14
2017-04-06,127.43,123.66,105.39,107.14
2017-04-07,126.65,125.13,104.21,107.16
2017-04-08,126.96,123.97,105.5,107.17
2017-04-09,126.88,123.91,104.35,107.2
2017-04-10,126.67,123.24,103.68,107.2
2017-04-11,127.46,123.74,104.8,107.25
2017-04-12,128.43,122.52,104.9,107.25
2017-04-13,127.84,122.83,102.8,107.28
2017-04-14,127.2,122.37,104.94,107.32
2017-04-15,126.93,121.85,104.36,107.36
2017-04-16,124.26,120.78,103.93,107.38
2017-04-17,122.55,120.46,104.29,107.41
2017-04-18,124.19,121.32,105.1,107.46
2017-04-19,126.18,121.33,107.56,107.49
2017-04-20,125.94,121.84,105.57,107.49
2017-04-21,126.68,123.16,106.64,107.51
2017-04-22,127.11,123.4,107.61,107.52
2017-04-23,130.91,123.0,107.5,107.52
2017-04-24,132.35,123.4,108.53,107.54
2017-04-25,132.25,123.01,109.76,107.55
2017-04-26,131.12,122.66,108.09,107.59
2017-04-27,129.2,121.52,110.34,107.59
2017-04-28,129.51,122.27,108.44,107.59
2017-04-29,128.64,122.01,107.08,107.6
2017-04-30,126.98,122.18,106.82,107.62
2017-05-01,126.27,121.42,109.27,107.63
2017-05-02,125.04,121.79,108.94,107.63
2017-05-03,127.1,121.24,108.96,107.63
2017-05-04,128.21,121.17,110.82,107.64
2017-05-05,128.26,121.87,110.5,107.64
2017-05-06,130.11,122.51,109.07,107.68
2017-05-07,130.26,122.53,108.6,107.69
2017-05-08,129.27,121.21,110.39,107.69
2017-05-09,131.19,123.55,110.53,107.75
2017-05-10,131.92,124.94,113.08,107.75
2017-05-11,130.69,125.55,114.1,107.77
2017-05-12,130.51,124.99,113.32,107.77
2017-05-13,129.49,124.94,113.44,107.83
2017-05-14,127.87,124.54,112.39,107.84
2017-05-15,129.05,125.57,111.59,107.85
2017-05-16,131.45,125.82,117.55,107.85
2017-05-17,129.78,125.23,119.0,107.86
2017-05-18,130.53,124.9,120.25,107.91
2017-05-19,129.78,125.82,119.45,107.94
2017-05-20,129.25,127.12,121.7,107.94
2017-05-21,128.58,128.38,123.31,108.0
2017-05-22,127.59,129.03,126.08,108.03
2017-05-23,127.71,128.86,128.83,108.03
2017-05-24,126.76,126.3,126.72,108.03
2017-05-25,127.14,126.57,125.18,108.03
2017-05-26,127.14,126.61,123.8,108.05
2017-05-27,126.9,126.76,122.53,108.08
2017-05-28,125.88,126.83,123.05,108.12
2017-05-29,125.25,125.82,122.31,108.12
2017-05-30,126.2,126.29,125.33,108.12
2017-05-31,126.85,126.83,128.18,108.12
2017-06-01,125.74,127.41,128.24,108.12
2017-06-02,125.91,128.21,131.23,108.12
2017-06-03,126.86,128.73,133.56,108.14
2017-06-04,124.93,128.44,132.94,108.17
2017-06-05,125.63,128.42,129.97,108.17
2017-06-06,124.9,128.52,129.71,108.17
2017-06-07,125.63,128.65,128.82,108.17
2017-06-08,124.78,129.49,129.19,108.18
2017-06-09,122.73,130.05,129.39,108.18
2017-06-10,120.91,131.8,129.55,108.24
2017-06-11,121.02,133.68,130.4,108.25
2017-06-12,121.37,133.78,128.66,108.26
2017-06-13,120.39,130.63,129.34,108.26
2017-06-14,121.17,131.69,128.75,108.26
2017-06-15,119.34,131.28,129.12,108.26
2017-06-16,119.31,130.66,130.62,108.26
2017-06-17,118.01,130.37,128.86,108.26
2017-06-18,117.34,130.04,128.51,108.26
2017-06-19,117.44,130.58,128.4,108.28
2017-06-20,116.54,129.34,127.71,108.3
2017-06-21,116.17,128.5,129.1,108.3
2017-06-22,117.33,128.82,128.1,108.36
2017-06-23,116.74,129.36,127.35,108.36
2017-06-24,117.71,129.92,126.38,108.37
2017-06-25,116.52,129.31,128.05,108.37
2017-06-26,117.15,128.56,127.39,108.37
2017-06-27,118.8,128.18,128.13,108.37
2017-06-28,116.12,128.41,131.15,108.38
2017-06-29,115.3,129.65,131.1,108.38
2017-06-30,115.98,128.03,132.86,108.38
2017-07-01,115.8,127.89,135.51,108.38
2017-07-02,116.26,126.86,137.2,108.38
2017-07-03,115.65,125.59,137.24,108.38
2017-07-04,115.79,126.39,138.33,108.38
2017-07-05,115.67,126.85,136.37,108.38
2017-07-06,117.0,127.25,135.22,108.38
2017-07-07,117.33,128.02,134.35,108.38
2017-07-08,117.76,127.67,137.93,108.38
2017-07-09,117.35,127.36,136.72,108.38
2017-07-10,116.86,129.16,135.49,108.44
2017-07-11,116.44,129.0,133.95,108.44
2017-07-12,116.92,129.63,134.88,108.44
2017-07-13,116.51,129.67,135.17,108.44
2017-07-14,116.88,128.21,136.95,108.44
2017-07-15,119.24,126.61,138.08,108.44
2017-07-16,120.27,126.19,135.97,108.45
2017-07-17,119.95,127.06,134.79,108.45
2017-07-18,121.37,127.73,136.99,108.45
2017-07-19,120.96,128.5,136.74,108.45
2017-07-20,118.71,127.74,138.7,108.47
2017-07-21,117.63,129.08,138.53,108.53
2017-07-22,115.63,128.34,137.07,108.53
2017-07-23,115.3,128.54,136.66,108.55
2017-07-24,115.36,128.57,135.22,108.56
2017-07-25,117.25,128.47,134.41,108.59
2017-07-26,117.66,129.59,134.79,108.61
2017-07-27,117.47,129.05,135.66,108.63
2017-07-28,118.44,128.0,133.26,108.63
2017-07-29,116.05,128.05,133.31,108.63
2017-07-30,116.36,127.77,132.48,108.63
2017-07-31,117.26,130.54,131.56,108.64
2017-08-01,115.68,131.13,131.83,108.64
2017-08-02,116.99,130.84,131.07,108.64
2017-08-03,117.41,130.01,133.24,108.68
2017-08-04,117.0,128.52,135.14,108.69
2017-08-05,117.75,127.73,137.07,108.72
2017-08-06,120.35,127.86,136.36,108.77
2017-08-07,120.61,129.04,134.93,108.77
2017-08-08,120.94,129.99,135.12,108.78
2017-08-09,120.47,130.22,134.96,108.78
2017-08-10,119.56,129.99,134.09,108.78
2017-08-11,120.55,130.24,132.35,108.78
2017-08-12,119.63,129.86,132.36,108.82
2017-08-13,119.77,131.3,131.81,108.83
2017-08-14,119.28,131.18,132.93,108.89
2017-08-15,119.87,131.15,134.02,108.92
2017-08-16,120.3,129.37,135.8,108.92
2017-08-17,121.53,129.25,133.92,108.95
2017-08-18,121.0,129.97,134.61,108.95
2017-08-19,120.75,129.14,133.55,109.0
2017-08-20,119.69,128.56,131.76,109.0
2017-08-21,119.24,129.24,131.18,109.0
2017-08-22,119.72,128.09,132.87,109.0
2017-08-23,120.62,128.98,132.37,109.0
2017-08-24,119.63,128.58,134.85,109.0
2017-08-25,120.67,128.3,135.77,109.0
2017-08-26,122.27,127.44,135.23,109.03
2017-08-27,122.8,127.78,137.12,109.09
