Date,Fund_A,Fund_B,Fund_C,Fund_D
2016-05-11,98.1,104.44,101.6,100.94
2016-05-12,97.97,104.11,101.16,100.88
2016-05-13,98.19,103.54,100.98,100.89
2016-05-14,97.54,103.5,100.87,100.93
2016-05-15,98.14,104.3,103.74,100.95
2016-05-16,97.79,103.27,102.09,100.96
2016-05-17,97.75,102.72,101.12,100.97
2016-05-18,98.45,102.76,105.22,101.01
2016-05-19,98.94,103.27,106.04,101.05
2016-05-20,98.34,103.86,106.57,101.07
2016-05-21,98.71,104.36,107.37,101.08
2016-05-22,98.0,104.06,105.89,101.06
2016-05-23,98.94,104.4,105.58,101.07
2016-05-24,98.17,104.64,104.66,101.01
2016-05-25,99.11,104.79,104.65,101.01
2016-05-26,98.04,103.79,103.44,101.0
2016-05-27,99.04,103.6,102.95,101.05
2016-05-28,99.02,104.75,101.52,101.09
2016-05-29,99.1,103.12,102.0,101.07
2016-05-30,97.21,103.17,100.74,101.1
2016-05-31,96.85,104.08,100.38,101.13
2016-06-01,97.98,104.05,100.33,101.14
2016-06-02,98.35,104.56,100.18,101.15
2016-06-03,98.05,104.53,98.83,101.16
2016-06-04,98.86,104.39,98.7,101.17
2016-06-05,98.38,105.04,99.88,101.15
2016-06-06,98.54,104.89,97.96,101.16
2016-06-07,97.9,105.06,99.56,101.14
2016-06-08,97.13,105.36,100.76,101.17
2016-06-09,96.98,105.82,100.17,101.2
2016-06-10,98.39,106.17,101.85,101.28
2016-06-11,97.45,105.66,103.05,101.26
2016-06-12,98.55,106.05,104.25,101.3
2016-06-13,99.07,105.5,104.87,101.33
2016-06-14,98.69,106.37,104.23,101.32
2016-06-15,98.55,107.03,104.35,101.33
2016-06-16,97.96,106.65,106.69,101.35
2016-06-17,98.22,106.96,108.21,101.33
2016-06-18,98.56,107.8,108.43,101.32
2016-06-19,98.41,106.18,108.04,101.35
2016-06-20,99.27,106.51,107.14,101.35
2016-06-21,97.35,105.67,108.44,101.37
2016-06-22,97.27,106.97,107.91,101.4
2016-06-23,97.49,106.51,107.38,101.42
2016-06-24,99.34,106.74,106.41,101.4
2016-06-25,98.83,106.89,107.92,101.43
2016-06-26,97.68,107.24,109.04,101.42
2016-06-27,98.04,107.39,109.63,101.41
2016-06-28,96.71,106.05,107.77,101.43
2016-06-29,95.61,106.33,109.33,101.44
2016-06-30,96.08,107.3,106.52,101.43
2016-07-01,95.12,106.01,107.35,101.39
2016-07-02,94.95,107.17,105.1,101.41
2016-07-03,96.34,107.56,102.39,101.41
2016-07-04,94.49,108.12,101.85,101.39
2016-07-05,95.47,108.58,101.25,101.4
2016-07-06,95.51,108.4,99.19,101.38
2016-07-07,95.78,108.16,100.41,101.37
2016-07-08,95.87,107.53,99.23,101.36
2016-07-09,95.12,108.32,98.1,101.37
2016-07-10,94.95,107.48,98.07,101.36
2016-07-11,93.83,107.94,98.21,101.36
2016-07-12,94.22,108.08,98.67,101.31
2016-07-13,94.08,110.45,100.22,101.28
2016-07-14,93.84,110.33,100.49,101.23
2016-07-15,92.29,109.86,99.7,101.2
2016-07-16,92.32,109.84,98.08,101.18
2016-07-17,93.86,111.3,97.76,101.2
2016-07-18,93.86,111.71,96.0,101.23
2016-07-19,94.66,111.71,96.59,101.21
2016-07-20,92.11,110.14,96.27,101.19
2016-07-21,91.14,110.07,95.88,101.19
2016-07-22,91.69,110.45,94.36,101.19
2016-07-23,91.92,110.37,92.82,101.2
2016-07-24,91.55,110.28,93.04,101.22
2016-07-25,91.72,111.13,94.41,101.22
2016-07-26,92.11,111.53,96.16,101.21
2016-07-27,91.78,110.68,93.72,101.25
2016-07-28,91.64,110.24,94.85,101.29
2016-07-29,92.45,110.39,91.8,101.27
2016-07-30,90.46,110.49,91.7,101.26
2016-07-31,90.9,109.86,91.48,101.29
2016-08-01,91.44,109.5,89.97,101.24
2016-08-02,90.0,109.01,89.58,101.25
2016-08-03,89.47,108.95,89.61,101.22
2016-08-04,89.49,109.77,89.61,101.23
2016-08-05,89.01,109.34,88.89,101.23
2016-08-06,87.62,108.68,89.47,101.24
2016-08-07,87.94,109.25,88.44,101.26
2016-08-08,88.39,109.3,89.38,101.25
2016-08-09,88.24,107.35,88.5,101.21
2016-08-10,88.15,107.42,87.9,101.21
2016-08-11,88.41,107.77,87.34,101.18
2016-08-12,88.97,109.13,87.3,101.17
2016-08-13,89.07,109.13,87.91,101.13
2016-08-14,89.77,109.18,88.56,101.11
2016-08-15,91.97,109.69,88.7,101.16
2016-08-16,91.94,109.05,88.68,101.16
2016-08-17,92.33,108.89,89.29,101.17
2016-08-18,91.75,108.92,88.47,101.18
2016-08-19,91.84,109.0,88.69,101.23
2016-08-20,91.34,108.81,90.87,101.24
2016-08-21,92.79,108.86,90.27,101.25
2016-08-22,90.75,108.47,88.72,101.28
2016-08-23,91.43,108.21,89.24,101.25
2016-08-24,91.78,109.28,89.35,101.24
2016-08-25,92.4,109.15,88.84,101.2
2016-08-26,91.31,110.24,88.41,101.2
2016-08-27,91.73,109.75,87.83,101.16
2016-08-28,93.06,110.21,87.03,101.21
2016-08-29,92.16,110.16,87.49,101.19
2016-08-30,90.17,110.09,87.66,101.17
2016-08-31,90.69,109.45,87.48,101.19
2016-09-01,90.12,109.51,89.74,101.18
2016-09-02,91.12,110.61,91.31,101.19
2016-09-03,92.33,110.94,89.51,101.13
2016-09-04,92.21,112.07,89.08,101.12
2016-09-05,92.05,111.94,89.91,101.1
2016-09-06,92.49,112.24,89.51,101.16
2016-09-07,91.68,112.6,89.17,101.16
2016-09-08,91.65,111.83,88.16,101.14
2016-09-09,92.24,112.38,88.57,101.16
2016-09-10,91.99,113.08,88.06,101.18
2016-09-11,92.59,113.95,89.02,101.17
2016-09-12,93.83,113.92,88.37,101.18
2016-09-13,94.66,113.85,89.44,101.17
2016-09-14,94.34,115.24,88.77,101.14
2016-09-15,96.35,116.49,89.07,101.11
2016-09-16,95.63,116.26,90.23,101.09
2016-09-17,95.63,115.44,90.38,101.11
2016-09-18,95.86,115.05,91.41,101.08
2016-09-19,96.54,115.52,91.62,101.06
2016-09-20,96.63,115.34,91.46,101.11
2016-09-21,96.03,115.8,90.79,101.15
2016-09-22,96.14,115.48,90.14,101.18
2016-09-23,95.88,114.69,89.74,101.15
2016-09-24,95.53,114.31,90.74,101.15
2016-09-25,95.19,114.43,90.71,101.14
2016-09-26,95.26,114.29,91.65,101.14
2016-09-27,95.16,114.12,90.13,101.13
2016-09-28,97.1,114.83,90.86,101.11
2016-09-29,97.28,114.28,89.91,101.08
2016-09-30,98.56,114.6,87.54,101.09
2016-10-01,98.7,115.43,88.58,101.12
2016-10-02,98.39,116.05,89.81,101.12
2016-10-03,97.6,115.97,90.13,101.18
2016-10-04,95.76,116.76,88.85,101.19
2016-10-05,95.28,117.8,89.98,101.16
2016-10-06,94.56,117.76,89.56,101.16
2016-10-07,94.67,117.42,90.31,101.14
2016-10-08,95.2,116.06,90.65,101.14
2016-10-09,95.47,116.75,90.11,101.09
2016-10-10,94.88,117.85,90.65,101.11
2016-10-11,95.97,118.31,88.77,101.12
2016-10-12,95.25,118.32,89.4,101.13
2016-10-13,95.04,118.11,90.51,101.15
2016-10-14,94.89,117.21,90.06,101.19
2016-10-15,95.33,117.45,88.14,101.19
2016-10-16,95.42,116.41,89.22,101.24
2016-10-17,95.92,116.36,89.45,101.28
2016-10-18,96.26,115.85,88.81,101.29
2016-10-19,95.89,116.24,88.54,101.3
2016-10-20,95.17,116.15,88.21,101.31
2016-10-21,95.58,116.89,87.3,101.33
2016-10-22,96.44,117.35,86.97,101.41
2016-10-23,96.69,117.65,86.73,101.44
2016-10-24,96.13,117.51,87.89,101.41
2016-10-25,96.01,116.42,88.05,101.38
2016-10-26,97.12,116.76,86.19,101.41
2016-10-27,96.3,117.44,85.34,101.37
2016-10-28,98.0,116.72,87.21,101.38
2016-10-29,98.66,117.34,85.81,101.41
2016-10-30,100.28,118.16,85.93,101.42
2016-10-31,99.19,118.31,85.74,101.41
2016-11-01,97.91,118.06,86.82,101.42
2016-11-02,96.2,117.46,86.69,101.41
2016-11-03,95.05,117.77,85.38,101.46
2016-11-04,96.6,116.37,85.03,101.47
2016-11-05,97.02,116.93,85.05,101.46
2016-11-06,96.55,116.54,83.01,101.49
2016-11-07,96.53,117.07,82.08,101.52
2016-11-08,96.97,117.47,81.75,101.51
2016-11-09,97.0,115.98,81.33,101.58
2016-11-10,97.3,116.26,81.5,101.58
2016-11-11,97.71,115.18,81.97,101.61
2016-11-12,96.61,115.33,81.41,101.63
2016-11-13,96.73,114.72,82.17,101.64
2016-11-14,98.9,115.01,81.07,101.67
2016-11-15,99.86,114.9,82.95,101.66
2016-11-16,99.51,115.24,85.1,101.7
2016-11-17,99.82,115.13,85.09,101.69
2016-11-18,101.37,115.68,83.68,101.71
2016-11-19,100.14,116.0,83.4,101.7
2016-11-20,99.2,116.84,83.4,101.7
2016-11-21,98.66,115.67,84.33,101.77
2016-11-22,97.55,114.45,85.68,101.73
2016-11-23,98.36,114.43,86.26,101.75
2016-11-24,99.66,113.55,86.36,101.79
2016-11-25,98.57,111.12,85.45,101.82
2016-11-26,98.78,112.09,84.19,101.8
2016-11-27,97.3,112.18,85.31,101.84
2016-11-28,96.93,112.0,84.2,101.91
2016-11-29,98.1,112.5,84.43,101.91
2016-11-30,97.76,111.72,85.4,101.92
2016-12-01,98.93,111.75,84.73,101.9
2016-12-02,98.35,112.89,83.9,101.9
2016-12-03,97.11,113.82,84.47,101.92
2016-12-04,97.36,113.83,82.99,101.94
2016-12-05,98.14,114.09,82.36,101.94
2016-12-06,97.74,114.01,80.38,102.02
2016-12-07,97.26,115.91,80.85,102.01
2016-12-08,96.78,114.92,80.04,102.05
2016-12-09,96.65,116.35,80.9,102.07
2016-12-10,94.68,115.78,80.45,102.05
2016-12-11,93.8,115.3,80.55,102.03
2016-12-12,94.55,114.73,81.03,102.14
2016-12-13,94.62,114.75,81.37,102.16
2016-12-14,95.57,113.59,82.03,102.18
2016-12-15,95.94,113.72,81.08,102.18
2016-12-16,95.2,112.81,81.81,102.19
2016-12-17,94.3,112.48,81.82,102.24
2016-12-18,94.61,112.7,80.48,102.29
2016-12-19,94.38,112.63,81.85,102.25
2016-12-20,95.19,112.05,81.7,102.3
2016-12-21,96.25,111.34,82.34,102.29
2016-12-22,96.58,110.79,82.64,102.33
2016-12-23,95.81,110.55,83.36,102.36
2016-12-24,96.31,110.28,83.27,102.37
2016-12-25,95.81,110.6,83.55,102.43
2016-12-26,97.7,110.35,84.08,102.44
2016-12-27,96.48,110.13,83.05,102.47
2016-12-28,96.77,109.61,82.94,102.48
2016-12-29,96.62,110.16,83.24,102.49
2016-12-30,96.74,110.37,82.62,102.5
2016-12-31,97.86,109.94,81.27,102.47
2017-01-01,98.86,111.25,81.74,102.53
2017-01-02,97.64,112.1,81.09,102.53
2017-01-03,97.45,112.9,81.04,102.53
2017-01-04,97.54,112.71,81.75,102.48
2017-01-05,97.48,112.42,82.37,102.47
2017-01-06,96.63,112.29,82.08,102.46
2017-01-07,97.52,112.07,82.58,102.46
2017-01-08,97.05,111.82,81.25,102.44
2017-01-09,98.32,111.95,80.73,102.42
2017-01-10,97.24,111.36,78.87,102.39
2017-01-11,98.28,112.05,79.07,102.4
2017-01-12,97.57,113.03,78.3,102.42
2017-01-13,97.69,113.08,78.02,102.43
2017-01-14,98.04,113.52,77.36,102.46
2017-01-15,98.79,112.82,79.43,102.49
2017-01-16,98.99,113.82,78.21,102.49
2017-01-17,97.81,114.36,79.34,102.52
2017-01-18,98.62,115.11,79.4,102.54
2017-01-19,98.53,114.82,78.45,102.53
2017-01-20,99.6,115.4,78.32,102.52
2017-01-21,100.18,115.08,78.39,102.48
2017-01-22,101.47,113.94,78.17,102.48
2017-01-23,101.46,114.29,79.06,102.46
2017-01-24,101.41,114.27,78.9,102.47
2017-01-25,100.82,114.03,78.37,102.45
2017-01-26,101.02,113.42,77.65,102.43
2017-01-27,100.07,113.07,78.22,102.45
2017-01-28,100.16,113.17,78.3,102.48
2017-01-29,101.39,111.92,78.78,102.43
2017-01-30,102.43,111.0,78.9,102.45
2017-01-31,103.18,110.74,78.62,102.45
2017-02-01,103.86,111.7,77.32,102.42
2017-02-02,103.95,111.68,75.77,102.45
2017-02-03,103.98,113.34,75.2,102.5
2017-02-04,105.3,112.4,75.75,102.47
2017-02-05,104.24,111.44,75.27,102.42
2017-02-06,105.97,110.21,74.8,102.45
2017-02-07,106.04,109.27,75.82,102.46
2017-02-08,105.33,108.6,76.56,102.45
2017-02-09,107.0,107.94,77.91,102.47
2017-02-10,108.66,107.56,78.45,102.5
2017-02-11,109.29,107.15,78.3,102.51
2017-02-12,108.97,106.56,78.88,102.49
2017-02-13,111.55,106.79,78.91,102.51
2017-02-14,111.84,106.77,79.0,102.57
2017-02-15,111.1,105.6,79.02,102.59
2017-02-16,110.81,105.87,81.19,102.61
2017-02-17,110.89,106.04,82.35,102.6
2017-02-18,112.15,107.53,83.15,102.63
2017-02-19,112.08,108.58,83.42,102.63
2017-02-20,112.68,109.04,83.47,102.68
2017-02-21,115.54,108.23,82.76,102.69
2017-02-22,116.14,109.9,82.23,102.72
2017-02-23,118.29,109.75,82.46,102.75
2017-02-24,118.62,109.32,83.1,102.76
2017-02-25,119.52,111.07,81.64,102.76
2017-02-26,120.02,111.2,82.62,102.77
2017-02-27,120.7,112.17,83.29,102.75
2017-02-28,121.87,111.83,82.24,102.82
2017-03-01,120.58,110.69,81.79,102.81
2017-03-02,119.44,111.19,82.09,102.85
2017-03-03,119.06,111.6,80.97,102.87
2017-03-04,121.16,110.89,80.37,102.93
2017-03-05,120.57,112.17,79.17,102.91
2017-03-06,120.82,111.98,78.1,102.91
2017-03-07,120.3,111.67,77.35,102.92
2017-03-08,121.32,111.32,77.63,102.91
2017-03-09,120.36,111.9,78.98,102.94
2017-03-10,121.53,111.32,79.29,102.92
2017-03-11,120.47,110.61,77.88,102.89
2017-03-12,120.53,110.6,78.6,102.88
2017-03-13,119.94,111.31,79.07,102.9
2017-03-14,119.19,111.05,79.23,102.91
2017-03-15,119.62,110.15,79.99,102.95
2017-03-16,120.53,111.36,80.74,102.95
2017-03-17,120.94,111.84,80.13,102.98
2017-03-18,120.88,111.41,80.82,103.01
2017-03-19,120.28,111.74,80.58,103.04
2017-03-20,118.36,112.11,81.02,103.06
2017-03-21,119.13,112.31,82.11,103.1
2017-03-22,118.14,110.45,81.72,103.06
2017-03-23,119.5,111.58,82.32,103.1
2017-03-24,120.62,111.03,82.11,103.11
2017-03-25,121.79,110.98,82.72,103.09
2017-03-26,122.63,111.47,83.44,103.12
2017-03-27,122.62,110.11,82.5,103.11
2017-03-28,123.24,109.86,83.18,103.11
2017-03-29,122.96,110.15,84.01,103.13
2017-03-30,123.33,110.93,86.18,103.16
2017-03-31,122.66,112.58,85.48,103.13
2017-04-01,122.81,112.1,86.23,103.17
2017-04-02,123.02,112.07,87.25,103.15
2017-04-03,122.33,111.24,88.22,103.13
2017-04-04,122.52,110.96,88.38,103.13
2017-04-05,125.6,111.37,87.16,103.1
2017-04-06,124.19,111.26,86.88,103.14
2017-04-07,123.5,111.11,86.92,103.15
2017-04-08,122.27,112.18,87.44,103.17
2017-04-09,123.5,112.58,87.79,103.18
2017-04-10,123.87,112.33,88.3,103.19
2017-04-11,124.92,112.6,89.36,103.19
2017-04-12,125.3,111.81,88.68,103.2
2017-04-13,124.98,112.75,86.82,103.18
2017-04-14,125.87,114.29,88.42,103.15
2017-04-15,128.17,114.86,88.81,103.16
2017-04-16,125.57,113.5,89.26,103.15
2017-04-17,126.74,113.5,88.85,103.12
2017-04-18,128.29,114.43,88.77,103.09
2017-04-19,126.45,114.93,88.92,103.08
2017-04-20,128.46,114.84,87.82,103.11
2017-04-21,127.49,116.18,87.37,103.09
2017-04-22,128.06,115.26,87.41,103.08
2017-04-23,128.32,114.21,88.74,103.08
2017-04-24,127.93,113.48,89.64,103.06
2017-04-25,127.55,113.23,89.54,103.04
2017-04-26,127.62,113.37,89.66,103.05
2017-04-27,130.41,112.99,89.62,103.04
2017-04-28,131.78,112.73,88.53,103.1
2017-04-29,134.58,113.06,87.08,103.13
2017-04-30,136.27,114.11,86.65,103.19
2017-05-01,137.3,114.1,85.3,103.21
2017-05-02,135.45,112.96,84.78,103.24
2017-05-03,135.72,113.19,84.72,103.19
2017-05-04,135.43,113.56,85.2,103.2
2017-05-05,134.83,113.64,85.76,103.22
2017-05-06,135.7,112.73,86.25,103.24
2017-05-07,135.54,112.7,86.5,103.23
2017-05-08,136.79,112.99,87.36,103.25
2017-05-09,138.49,112.28,87.9,103.28
2017-05-10,139.17,112.8,88.01,103.3
2017-05-11,139.2,113.92,87.28,103.32
2017-05-12,140.89,114.07,85.83,103.35
2017-05-13,139.58,114.9,87.27,103.39
2017-05-14,139.57,115.82,86.43,103.39
2017-05-15,139.65,116.84,87.14,103.41
2017-05-16,139.47,116.74,87.33,103.39
2017-05-17,142.46,116.19,89.76,103.42
2017-05-18,141.68,116.46,87.78,103.46
2017-05-19,143.82,117.0,87.21,103.51
2017-05-20,143.13,116.73,87.22,103.53
2017-05-21,143.46,117.03,87.97,103.53
2017-05-22,144.27,117.93,87.97,103.52
2017-05-23,144.92,118.33,88.36,103.5
2017-05-24,146.82,117.48,88.41,103.5
2017-05-25,150.98,117.24,88.56,103.48
2017-05-26,151.21,117.2,87.42,103.49
2017-05-27,150.05,117.1,85.9,103.5
2017-05-28,151.16,116.82,86.01,103.5
2017-05-29,149.64,116.7,84.76,103.53
2017-05-30,150.1,116.92,84.9,103.51
2017-05-31,154.53,118.09,84.21,103.5
2017-06-01,154.53,118.42,85.35,103.46
2017-06-02,153.41,118.32,84.67,103.47
2017-06-03,152.85,117.96,84.42,103.46
2017-06-04,151.63,117.84,84.2,103.46
2017-06-05,151.35,118.27,84.89,103.44
2017-06-06,151.59,118.88,85.66,103.4
2017-06-07,152.14,118.38,87.52,103.4
2017-06-08,149.77,119.21,87.25,103.39
2017-06-09,149.74,119.57,86.98,103.41
2017-06-10,147.01,120.4,88.03,103.42
2017-06-11,146.06,121.91,90.21,103.41
2017-06-12,144.0,120.91,89.55,103.37
2017-06-13,141.91,121.2,90.48,103.38
2017-06-14,141.93,120.51,90.06,103.39
2017-06-15,140.87,121.38,91.32,103.39
2017-06-16,139.75,122.2,91.32,103.42
2017-06-17,137.23,122.0,92.18,103.4
2017-06-18,137.72,121.27,92.92,103.41
2017-06-19,137.29,121.97,91.61,103.4
2017-06-20,138.72,122.15,90.98,103.41
2017-06-21,139.84,121.74,90.04,103.4
2017-06-22,139.3,122.18,90.81,103.36
2017-06-23,139.08,121.3,89.9,103.37
2017-06-24,138.89,121.19,90.69,103.36
2017-06-25,137.44,122.14,91.61,103.39
2017-06-26,138.15,123.12,91.9,103.38
2017-06-27,138.66,123.6,93.24,103.37
2017-06-28,137.65,123.32,93.15,103.31
2017-06-29,135.84,122.9,94.09,103.32
2017-06-30,136.84,122.29,93.67,103.3
2017-07-01,136.6,122.95,95.48,103.33
2017-07-02,134.63,123.34,96.64,103.33
2017-07-03,135.71,126.02,96.52,103.39
2017-07-04,135.95,126.8,96.29,103.42
2017-07-05,137.38,127.66,95.48,103.45
2017-07-06,136.96,127.27,96.0,103.44
2017-07-07,137.94,126.83,98.51,103.45
2017-07-08,138.55,127.39,96.3,103.45
2017-07-09,139.55,127.15,94.76,103.43
2017-07-10,141.55,125.54,95.64,103.39
2017-07-11,142.52,126.13,94.29,103.42
2017-07-12,140.64,126.0,92.2,103.46
2017-07-13,140.0,125.48,91.62,103.49
2017-07-14,137.09,126.39,89.75,103.48
2017-07-15,138.8,127.03,88.37,103.48
2017-07-16,139.2,127.7,85.68,103.52
2017-07-17,139.59,128.68,87.13,103.48
2017-07-18,141.33,129.51,86.76,103.54
2017-07-19,139.69,129.3,86.18,103.57
2017-07-20,140.31,128.72,86.17,103.58
2017-07-21,140.35,129.81,86.16,103.57
2017-07-22,139.7,129.51,86.61,103.61
2017-07-23,141.07,129.65,85.58,103.64
2017-07-24,140.03,128.7,84.65,103.59
2017-07-25,140.25,129.22,84.86,103.59
2017-07-26,140.23,130.06,85.13,103.62
2017-07-27,139.16,128.34,85.42,103.63
2017-07-28,139.92,128.18,84.88,103.65
2017-07-29,140.48,127.38,85.54,103.7
2017-07-30,140.85,128.18,85.46,103.69
2017-07-31,140.7,127.53,83.58,103.68
2017-08-01,141.86,126.14,81.6,103.64
2017-08-02,143.37,126.88,83.31,103.68
2017-08-03,143.51,126.69,83.41,103.68
2017-08-04,141.14,126.58,84.09,103.7
2017-08-05,141.3,125.52,85.19,103.73
2017-08-06,139.65,125.88,85.71,103.75
2017-08-07,139.13,127.11,85.43,103.72
2017-08-08,141.05,125.93,84.62,103.78
2017-08-09,140.98,127.52,85.39,103.76
2017-08-10,140.01,128.34,86.41,103.79
2017-08-11,141.11,127.95,84.92,103.77
2017-08-12,142.66,127.85,86.37,103.81
2017-08-13,142.05,128.01,88.76,103.87
2017-08-14,144.56,130.24,88.87,103.86
2017-08-15,143.59,130.42,89.14,103.89
2017-08-16,143.13,131.74,88.85,103.91
2017-08-17,142.76,132.3,88.8,103.9
2017-08-18,142.42,131.78,89.73,103.91
2017-08-19,144.29,131.54,88.21,103.94
2017-08-20,143.66,131.48,87.82,103.94
2017-08-21,143.33,130.27,88.07,103.95
2017-08-22,144.9,131.13,89.16,104.0
2017-08-23,145.63,130.04,90.3,104.06
2017-08-24,147.32,130.95,90.42,104.08
2017-08-25,145.89,131.82,90.51,104.06
2017-08-26,145.71,131.5,91.63,104.06
2017-08-27,144.95,131.97,92.72,104.08
